"id","L","A","C","Y"
8851,1,2,0,0
8852,1,1,1,NA
8853,1,1,0,0
8854,0,1,0,0
8855,0,0,0,1
8856,0,2,1,NA
8857,1,2,0,0
8858,0,1,1,NA
8859,0,0,0,0
8860,1,0,0,0
8861,0,0,0,0
8862,0,1,1,NA
8863,1,1,0,0
8864,0,1,0,0
8865,1,1,1,NA
8866,0,0,0,0
8867,1,0,0,0
8868,0,1,1,NA
8869,0,1,0,0
8870,1,2,0,0
8871,0,0,0,1
8872,0,0,0,1
8873,1,1,0,0
8874,1,0,0,0
8875,1,1,0,0
8876,0,0,0,0
8877,1,1,0,0
8878,0,1,1,NA
8879,0,0,0,1
8880,0,0,0,0
8881,0,1,0,0
8882,0,0,0,0
8883,1,1,0,0
8884,0,1,0,0
8885,0,1,0,0
8886,0,0,1,NA
8887,1,1,1,NA
8888,0,1,1,NA
8889,0,1,0,0
8890,0,0,0,0
8891,0,1,1,NA
8892,1,1,0,0
8893,1,2,1,NA
8894,0,1,0,1
8895,0,0,0,0
8896,1,1,0,0
8897,1,1,0,0
8898,1,2,0,0
8899,0,0,1,NA
8900,1,2,0,0
8901,0,0,1,NA
8902,0,0,1,NA
8903,0,0,1,NA
8904,1,1,0,0
8905,1,0,0,0
8906,1,1,0,0
8907,1,1,0,0
8908,0,1,0,0
8909,1,1,0,0
8910,1,1,1,NA
8911,1,0,0,1
8912,0,1,0,0
8913,0,0,0,0
8914,0,0,0,0
8915,1,0,0,0
8916,0,0,0,1
8917,0,1,0,0
8918,1,1,1,NA
8919,0,1,0,0
8920,0,2,0,0
8921,0,0,0,0
8922,0,1,1,NA
8923,1,0,0,0
8924,1,1,0,0
8925,0,0,0,0
8926,1,2,0,0
8927,0,1,0,0
8928,1,1,0,0
8929,1,0,0,1
8930,1,0,0,0
8931,1,0,0,0
8932,0,0,0,0
8933,0,0,0,0
8934,1,0,0,0
8935,0,0,1,NA
8936,0,1,0,0
8937,1,2,1,NA
8938,1,1,0,0
8939,1,2,0,0
8940,0,0,0,0
8941,1,0,0,0
8942,1,1,0,1
8943,0,1,0,1
8944,1,1,0,0
8945,1,2,1,NA
8946,0,0,0,0
8947,0,0,0,0
8948,0,0,0,0
8949,0,1,1,NA
8950,0,0,0,0
8951,0,1,0,0
8952,1,1,0,0
8953,0,1,0,0
8954,1,2,1,NA
8955,0,0,1,NA
8956,1,2,0,0
8957,1,1,0,0
8958,0,0,1,NA
8959,0,1,0,0
8960,0,0,0,0
8961,0,0,0,0
8962,0,0,0,0
8963,0,1,1,NA
8964,1,1,0,0
8965,1,1,0,0
8966,0,0,0,0
8967,0,1,0,0
8968,0,2,0,0
8969,1,2,0,0
8970,0,1,1,NA
8971,1,0,0,0
8972,0,0,0,0
8973,1,0,0,0
8974,0,0,0,0
8975,1,1,0,0
8976,0,1,0,0
8977,1,2,1,NA
8978,0,0,0,0
8979,0,0,0,0
8980,1,2,0,0
8981,0,0,0,1
8982,1,1,0,0
8983,1,2,0,0
8984,1,1,0,0
8985,1,2,0,0
8986,0,0,0,0
8987,0,0,0,0
8988,1,2,0,0
8989,0,0,0,0
8990,0,0,0,1
8991,1,0,0,0
8992,0,0,1,NA
8993,1,0,0,0
8994,1,1,0,0
8995,0,0,0,1
8996,1,2,0,0
8997,1,1,0,0
8998,0,0,0,1
8999,1,0,0,0
9000,0,0,0,1
9001,1,2,0,0
9002,1,1,0,0
9003,0,0,0,0
9004,0,0,0,0
9005,1,1,0,0
9006,0,0,0,1
9007,0,0,0,0
9008,1,0,0,0
9009,1,1,0,0
9010,0,0,0,1
9011,1,0,0,0
9012,1,0,0,0
9013,0,0,0,0
9014,1,2,0,0
9015,1,1,1,NA
9016,1,0,0,0
9017,0,2,1,NA
9018,1,1,0,0
9019,0,0,0,0
9020,0,1,0,0
9021,0,1,0,0
9022,1,1,0,0
9023,1,2,0,0
9024,0,0,0,1
9025,1,0,0,0
9026,1,0,0,1
9027,1,1,0,0
9028,1,2,0,0
9029,1,1,0,0
9030,0,1,0,0
9031,0,0,0,0
9032,0,0,0,0
9033,0,0,0,0
9034,0,0,0,0
9035,1,1,0,0
9036,1,1,0,0
9037,1,0,0,0
9038,0,0,0,1
9039,0,0,0,0
9040,0,0,0,0
9041,0,0,1,NA
9042,1,0,0,0
9043,0,1,1,NA
9044,1,1,1,NA
9045,1,2,0,0
9046,1,1,1,NA
9047,0,1,0,0
9048,1,0,0,0
9049,1,0,0,0
9050,0,0,0,0
9051,0,1,0,0
9052,1,2,1,NA
9053,0,0,0,0
9054,0,1,0,0
9055,1,2,1,NA
9056,1,0,1,NA
9057,1,1,0,0
9058,1,2,0,0
9059,0,2,1,NA
9060,0,0,0,1
9061,1,0,0,1
9062,0,0,0,0
9063,1,0,0,0
9064,1,1,0,0
9065,1,1,0,0
9066,0,0,0,0
9067,0,0,0,0
9068,0,1,0,0
9069,1,1,0,0
9070,0,2,1,NA
9071,1,2,0,0
9072,0,0,0,0
9073,1,2,1,NA
9074,1,2,0,0
9075,1,1,0,0
9076,1,1,0,0
9077,1,0,1,NA
9078,0,0,1,NA
9079,0,0,0,0
9080,1,0,0,1
9081,0,0,0,1
9082,0,1,1,NA
9083,1,2,0,0
9084,1,1,0,0
9085,1,1,1,NA
9086,0,2,1,NA
9087,1,1,0,0
9088,1,1,0,0
9089,0,0,0,0
9090,0,2,1,NA
9091,1,1,0,0
9092,1,2,0,0
9093,0,0,0,0
9094,0,0,0,1
9095,1,1,0,0
9096,0,0,0,1
9097,0,1,0,0
9098,1,1,0,0
9099,1,1,0,0
9100,0,1,0,0
9101,1,1,0,0
9102,1,1,0,0
9103,0,0,0,0
9104,0,0,0,1
9105,0,0,0,0
9106,1,1,0,0
9107,0,1,0,0
9108,0,0,0,0
9109,0,0,0,0
9110,0,0,0,1
9111,1,1,0,0
9112,1,2,0,1
9113,1,1,0,0
9114,1,1,1,NA
9115,1,0,0,1
9116,1,1,0,0
9117,1,1,0,0
9118,1,2,0,0
9119,1,2,0,0
9120,0,0,0,1
9121,0,0,0,0
9122,0,0,0,0
9123,0,0,0,0
9124,0,1,0,0
9125,0,1,0,0
9126,0,1,0,0
9127,0,0,0,0
9128,0,0,0,0
9129,0,0,0,0
9130,1,2,0,0
9131,1,1,0,0
9132,0,0,0,0
9133,0,0,0,0
9134,1,2,0,0
9135,1,0,0,0
9136,1,2,0,0
9137,0,0,0,1
9138,0,1,0,0
9139,1,0,0,0
9140,0,0,0,0
9141,1,1,0,0
9142,0,0,0,0
9143,0,1,0,0
9144,0,2,0,0
9145,0,1,1,NA
9146,0,1,0,0
9147,0,1,0,0
9148,0,0,0,0
9149,1,1,0,0
9150,1,2,0,0
9151,0,0,0,0
9152,1,2,1,NA
9153,1,1,0,0
9154,1,1,0,0
9155,0,0,1,NA
9156,0,0,0,1
9157,1,0,0,0
9158,1,2,1,NA
9159,1,0,0,0
9160,0,0,0,1
9161,0,2,0,0
9162,0,0,0,1
9163,0,0,0,1
9164,0,0,0,0
9165,0,0,0,0
9166,0,0,0,0
9167,1,2,1,NA
9168,0,0,0,0
9169,1,1,0,0
9170,0,0,1,NA
9171,1,1,0,0
9172,1,1,0,0
9173,1,1,0,0
9174,0,0,0,1
9175,1,1,0,0
9176,0,1,0,1
9177,1,1,0,0
9178,1,1,0,0
9179,0,0,1,NA
9180,0,0,0,0
9181,1,2,1,NA
9182,1,1,0,0
9183,1,2,0,0
9184,1,2,0,0
9185,1,0,0,0
9186,0,1,0,0
9187,0,0,1,NA
9188,0,0,1,NA
9189,1,1,0,1
9190,1,1,0,0
9191,1,2,0,0
9192,1,1,0,0
9193,0,0,0,0
9194,1,0,0,0
9195,1,1,1,NA
9196,0,0,1,NA
9197,1,1,0,0
9198,0,0,0,0
9199,1,1,0,0
9200,0,0,0,0
9201,0,0,0,0
9202,0,1,0,0
9203,1,1,0,0
9204,1,2,1,NA
9205,0,1,1,NA
9206,1,1,1,NA
9207,0,1,1,NA
9208,1,1,0,0
9209,1,1,0,0
9210,1,2,0,0
9211,0,1,0,0
9212,1,1,0,0
9213,1,1,0,0
9214,1,1,0,0
9215,1,2,0,0
9216,0,1,0,0
9217,0,1,0,0
9218,0,2,1,NA
9219,1,2,1,NA
9220,0,0,0,0
9221,1,1,0,0
9222,1,0,0,1
9223,0,2,1,NA
9224,1,1,0,0
9225,0,1,0,0
9226,0,2,0,0
9227,0,0,0,1
9228,1,1,0,0
9229,0,0,0,0
9230,1,1,1,NA
9231,1,1,0,0
9232,1,1,0,0
9233,1,2,1,NA
9234,0,1,0,0
9235,1,0,0,0
9236,1,0,0,0
9237,0,0,0,1
9238,0,0,0,0
9239,1,0,0,0
9240,0,0,0,0
9241,0,0,0,0
9242,1,0,0,0
9243,0,0,0,1
9244,1,1,0,0
9245,0,1,1,NA
9246,1,1,0,0
9247,1,0,0,0
9248,0,1,1,NA
9249,1,1,0,0
9250,1,0,0,0
9251,1,1,0,0
9252,0,0,0,0
9253,0,1,0,0
9254,0,1,0,0
9255,0,0,0,0
9256,0,1,1,NA
9257,0,0,0,0
9258,0,2,0,0
9259,1,0,0,0
9260,0,1,0,0
9261,0,1,0,0
9262,1,0,0,0
9263,1,0,0,0
9264,0,0,0,0
9265,1,2,0,0
9266,1,0,0,1
9267,1,1,1,NA
9268,0,0,0,0
9269,1,1,1,NA
9270,0,1,0,0
9271,1,0,0,0
9272,0,0,0,0
9273,0,0,0,1
9274,0,0,0,0
9275,0,0,0,0
9276,1,1,0,0
9277,1,1,0,0
9278,0,0,0,1
9279,1,0,0,1
9280,0,0,0,0
9281,1,1,0,0
9282,1,1,0,0
9283,1,1,1,NA
9284,1,1,0,0
9285,0,1,0,0
9286,0,0,0,0
9287,0,1,0,0
9288,1,0,0,0
9289,0,0,0,0
9290,1,1,0,0
9291,1,1,0,0
9292,0,0,0,0
9293,0,1,1,NA
9294,0,0,1,NA
9295,1,2,1,NA
9296,0,1,1,NA
9297,1,1,0,0
9298,1,1,0,0
9299,0,1,0,0
9300,0,0,0,0
9301,0,0,1,NA
9302,0,1,0,0
9303,0,1,0,0
9304,0,1,0,0
9305,1,1,0,0
9306,0,0,0,1
9307,1,1,0,0
9308,0,1,0,0
9309,1,0,1,NA
9310,1,2,0,0
9311,0,0,0,1
9312,0,1,1,NA
9313,1,0,0,0
9314,1,1,1,NA
9315,1,2,0,0
9316,0,0,0,0
9317,1,2,0,1
9318,0,1,0,0
9319,0,0,0,1
9320,1,2,0,0
9321,1,0,0,0
9322,0,0,0,0
9323,0,1,0,0
9324,0,1,0,0
9325,1,1,1,NA
9326,1,2,0,0
9327,0,1,0,0
9328,1,1,0,0
9329,1,1,0,0
9330,1,0,0,0
9331,1,1,0,0
9332,1,2,0,0
9333,1,2,0,0
9334,0,1,0,0
9335,1,2,0,0
9336,1,1,0,0
9337,0,0,0,0
9338,0,0,0,0
9339,1,1,0,0
9340,0,0,1,NA
9341,1,0,0,0
9342,0,0,0,0
9343,0,1,0,0
9344,1,1,0,0
9345,1,0,1,NA
9346,0,0,0,0
9347,0,0,0,0
9348,1,0,0,0
9349,0,1,0,0
9350,1,2,0,0
9351,1,2,0,0
9352,0,0,0,1
9353,0,0,0,0
9354,1,0,1,NA
9355,0,1,0,0
9356,0,2,1,NA
9357,1,1,1,NA
9358,1,0,0,0
9359,0,1,0,0
9360,1,0,0,0
9361,0,0,1,NA
9362,0,1,0,0
9363,1,0,1,NA
9364,1,1,1,NA
9365,1,1,0,0
9366,1,2,0,0
9367,1,2,0,0
9368,1,1,0,0
9369,1,1,0,0
9370,1,0,0,0
9371,1,2,1,NA
9372,1,2,0,0
9373,0,1,0,0
9374,1,1,0,1
9375,1,2,0,0
9376,0,0,0,0
9377,1,2,0,0
9378,0,0,0,0
9379,1,0,0,0
9380,0,1,0,0
9381,0,1,1,NA
9382,1,0,0,0
9383,0,0,0,1
9384,1,2,0,0
9385,1,2,0,0
9386,1,1,0,0
9387,1,2,0,0
9388,1,1,0,0
9389,0,0,0,1
9390,0,1,0,1
9391,1,1,0,0
9392,0,1,1,NA
9393,1,0,0,0
9394,0,1,0,0
9395,0,2,1,NA
9396,0,1,1,NA
9397,0,1,0,1
9398,0,0,0,1
9399,1,0,0,1
9400,0,0,0,0
9401,0,0,0,0
9402,0,0,0,1
9403,0,1,0,0
9404,1,1,0,0
9405,0,0,0,0
9406,1,1,0,0
9407,1,1,0,0
9408,1,0,0,0
9409,1,1,1,NA
9410,1,2,0,0
9411,0,0,1,NA
9412,1,1,0,0
9413,1,2,0,0
9414,0,0,0,0
9415,1,0,0,0
9416,0,1,0,0
9417,0,1,0,0
9418,0,0,0,0
9419,0,1,1,NA
9420,1,1,0,0
9421,0,1,1,NA
9422,0,0,0,0
9423,1,1,0,0
9424,1,1,0,0
9425,1,1,0,0
9426,0,1,1,NA
9427,1,2,0,0
9428,0,0,0,0
9429,1,2,1,NA
9430,1,1,0,0
9431,1,1,0,0
9432,0,1,0,0
9433,1,1,0,0
9434,1,1,0,0
9435,1,2,0,0
9436,1,1,1,NA
9437,1,0,0,1
9438,1,0,0,1
9439,0,1,0,0
9440,1,1,1,NA
9441,1,1,0,0
9442,0,0,1,NA
9443,1,1,0,0
9444,1,1,1,NA
9445,0,1,0,0
9446,0,0,0,0
9447,0,1,0,1
9448,0,0,0,0
9449,0,0,0,0
9450,1,1,0,0
9451,0,1,0,0
9452,0,1,0,0
9453,1,1,0,0
9454,1,2,0,0
9455,0,0,0,0
9456,1,1,0,0
9457,0,0,0,0
9458,1,0,0,0
9459,1,1,1,NA
9460,0,0,0,0
9461,0,1,0,0
9462,1,0,0,0
9463,0,1,0,0
9464,1,2,0,0
9465,0,1,0,0
9466,1,0,0,0
9467,0,1,0,0
9468,1,1,0,0
9469,0,2,0,0
9470,0,0,0,0
9471,1,0,0,0
9472,1,2,0,0
9473,0,1,0,0
9474,1,1,0,0
9475,1,1,0,0
9476,0,0,0,0
9477,0,1,0,0
9478,1,1,0,0
9479,1,2,1,NA
9480,0,2,1,NA
9481,1,1,0,0
9482,1,0,0,0
9483,1,1,0,1
9484,1,1,0,0
9485,1,1,0,0
9486,0,1,0,0
9487,1,1,0,0
9488,1,1,0,0
9489,1,1,0,1
9490,1,0,0,0
9491,0,0,0,0
9492,1,2,0,0
9493,1,2,0,1
9494,0,0,0,0
9495,0,0,0,0
9496,1,1,0,0
9497,0,1,1,NA
9498,1,0,0,0
9499,0,1,0,1
9500,0,0,0,1
9501,0,1,0,0
9502,0,0,0,0
9503,1,0,1,NA
9504,0,0,1,NA
9505,1,1,0,0
9506,0,2,0,0
9507,0,1,1,NA
9508,0,1,0,0
9509,0,2,1,NA
9510,1,2,1,NA
9511,1,0,0,1
9512,1,0,1,NA
9513,1,0,0,0
9514,1,1,0,0
9515,0,1,0,0
9516,0,0,0,0
9517,1,2,0,0
9518,0,1,0,0
9519,0,1,0,0
9520,0,1,0,0
9521,0,0,0,0
9522,1,0,0,0
9523,1,0,0,0
9524,1,1,0,0
9525,0,0,0,0
9526,0,0,0,0
9527,1,1,0,0
9528,0,0,1,NA
9529,0,2,1,NA
9530,1,1,0,0
9531,1,1,0,0
9532,0,1,0,1
9533,0,1,0,0
9534,1,1,1,NA
9535,1,2,0,0
9536,1,1,0,0
9537,0,0,1,NA
9538,1,2,0,0
9539,0,0,0,0
9540,0,0,0,0
9541,0,1,0,1
9542,1,0,0,0
9543,0,0,0,0
9544,1,1,0,0
9545,1,1,0,0
9546,0,0,0,0
9547,1,2,0,0
9548,1,2,0,0
9549,0,1,0,0
9550,1,1,0,0
9551,1,1,0,0
9552,1,1,0,0
9553,1,1,0,0
9554,0,1,0,0
9555,0,1,1,NA
9556,0,0,0,1
9557,1,0,1,NA
9558,1,1,1,NA
9559,0,0,0,0
9560,0,1,1,NA
9561,0,0,0,0
9562,1,2,0,0
9563,0,0,0,0
9564,1,1,0,0
9565,1,0,0,0
9566,0,0,0,0
9567,0,0,0,1
9568,0,0,0,0
9569,1,2,0,0
9570,1,2,0,0
9571,0,1,1,NA
9572,0,0,0,0
9573,1,1,0,1
9574,1,1,0,0
9575,0,1,1,NA
9576,1,0,0,0
9577,1,1,0,0
9578,1,0,0,1
9579,0,0,0,1
9580,1,0,0,0
9581,0,0,0,0
9582,1,2,0,0
9583,1,1,0,0
9584,1,1,1,NA
9585,0,0,0,0
9586,0,2,1,NA
9587,1,0,0,0
9588,1,0,0,0
9589,0,2,0,0
9590,1,1,0,0
9591,1,2,1,NA
9592,0,1,0,1
9593,0,0,0,0
9594,1,1,0,0
9595,1,0,0,0
9596,0,0,0,0
9597,1,1,0,0
9598,1,0,0,0
9599,1,2,0,0
9600,0,0,0,1
9601,0,0,0,0
9602,0,0,0,0
9603,1,2,0,0
9604,1,2,0,0
9605,0,1,1,NA
9606,1,1,0,0
9607,1,0,0,0
9608,0,1,1,NA
9609,1,1,0,0
9610,1,1,0,0
9611,0,1,0,0
9612,1,1,0,0
9613,0,1,1,NA
9614,1,0,0,0
9615,1,1,0,0
9616,1,0,0,0
9617,1,1,0,0
9618,1,1,0,1
9619,0,0,1,NA
9620,1,0,0,0
9621,1,1,0,0
9622,1,1,0,0
9623,1,1,1,NA
9624,0,1,0,1
9625,0,1,1,NA
9626,0,0,0,0
9627,0,1,0,0
9628,0,0,0,1
9629,1,1,0,0
9630,0,1,0,1
9631,1,1,0,0
9632,0,0,0,0
9633,1,0,0,1
9634,1,0,0,0
9635,1,0,0,0
9636,1,0,0,0
9637,1,1,0,0
9638,1,1,0,0
9639,1,1,0,0
9640,1,0,0,0
9641,0,1,0,0
9642,1,1,1,NA
9643,0,0,0,0
9644,0,0,0,1
9645,0,1,0,0
9646,1,0,0,0
9647,0,0,0,0
9648,0,1,1,NA
9649,1,2,0,0
9650,1,1,0,0
9651,1,2,1,NA
9652,0,0,0,0
9653,1,1,0,0
9654,0,1,1,NA
9655,0,0,0,0
9656,0,0,0,0
9657,1,1,0,0
9658,0,1,0,1
9659,0,1,1,NA
9660,1,0,0,0
9661,0,1,0,0
9662,0,0,0,0
9663,0,1,0,0
9664,1,1,0,0
9665,0,0,0,1
9666,1,2,0,0
9667,1,2,1,NA
9668,1,0,0,0
9669,0,0,1,NA
9670,1,2,0,0
9671,1,0,0,0
9672,1,1,0,0
9673,1,2,0,0
9674,1,1,0,0
9675,1,1,0,0
9676,1,2,0,0
9677,0,0,0,1
9678,0,0,0,0
9679,1,2,0,0
9680,1,0,0,0
9681,1,1,0,0
9682,0,0,0,0
9683,0,0,0,0
9684,0,2,0,0
9685,0,2,0,0
9686,0,0,0,1
9687,1,2,0,0
9688,0,1,0,1
9689,1,1,0,0
9690,1,1,0,0
9691,1,1,0,0
9692,0,0,0,0
9693,0,1,0,0
9694,1,0,0,0
9695,0,0,0,0
9696,0,0,0,0
9697,0,2,1,NA
9698,1,1,0,0
9699,1,0,0,1
9700,1,1,1,NA
9701,0,0,0,0
9702,0,1,0,0
9703,0,1,0,0
9704,0,0,0,0
9705,0,0,0,0
9706,1,0,0,0
9707,1,1,0,0
9708,0,0,0,0
9709,0,1,0,1
9710,0,0,0,0
9711,0,0,0,0
9712,0,0,1,NA
9713,1,0,0,0
9714,0,0,1,NA
9715,1,2,0,0
9716,0,0,0,0
9717,0,0,1,NA
9718,1,2,0,0
9719,1,2,0,0
9720,1,2,0,0
9721,1,2,1,NA
9722,1,0,0,1
9723,1,2,0,0
9724,1,1,0,0
9725,1,2,0,0
9726,0,0,0,0
9727,1,0,0,0
9728,1,0,0,0
9729,0,1,0,0
9730,1,0,0,0
9731,0,1,0,1
9732,0,0,0,0
9733,0,0,0,1
9734,0,2,1,NA
9735,0,1,0,0
9736,0,1,0,0
9737,1,1,0,0
9738,1,1,0,0
9739,0,0,0,1
9740,0,2,1,NA
9741,1,0,0,0
9742,1,2,0,0
9743,1,2,0,0
9744,0,1,0,0
9745,1,1,0,0
9746,0,0,0,0
9747,1,0,0,0
9748,0,0,0,0
9749,1,2,0,0
9750,0,1,1,NA
9751,0,0,0,0
9752,1,1,0,0
9753,1,1,0,0
9754,1,1,0,0
9755,0,1,1,NA
9756,0,0,0,1
9757,0,1,0,1
9758,0,1,1,NA
9759,0,1,0,0
9760,1,1,0,0
9761,1,1,0,0
9762,1,1,0,0
9763,0,0,0,0
9764,1,0,0,0
9765,0,1,0,0
9766,1,1,0,0
9767,1,0,0,0
9768,1,2,0,0
9769,1,1,0,0
9770,0,1,0,0
9771,1,0,0,0
9772,1,2,1,NA
9773,0,1,0,0
9774,1,1,0,0
9775,1,1,0,0
9776,1,1,0,0
9777,1,1,0,0
9778,0,0,0,1
9779,0,1,0,1
9780,0,0,0,1
9781,1,1,0,0
9782,1,0,0,0
9783,1,2,0,0
9784,1,2,0,0
9785,1,1,0,0
9786,1,2,0,0
9787,0,1,1,NA
9788,1,1,0,0
9789,0,1,0,0
9790,1,1,0,0
9791,1,2,0,0
9792,0,0,1,NA
9793,0,1,0,0
9794,1,0,0,0
9795,0,0,0,0
9796,0,0,0,1
9797,0,2,0,0
9798,0,1,0,1
9799,1,0,0,0
9800,0,1,1,NA
9801,1,2,0,0
9802,1,0,0,0
9803,1,0,0,1
9804,1,2,0,0
9805,1,1,1,NA
9806,0,1,0,1
9807,1,0,0,0
9808,0,2,1,NA
9809,1,1,0,0
9810,0,1,0,0
9811,0,0,0,1
9812,1,1,0,0
9813,0,0,0,0
9814,1,1,0,0
9815,0,1,0,0
9816,1,1,0,0
9817,1,2,0,0
9818,0,1,1,NA
9819,0,1,0,0
9820,0,0,0,1
9821,0,1,0,0
9822,0,0,0,1
9823,1,1,0,0
9824,0,1,1,NA
9825,0,1,0,0
9826,1,1,0,0
9827,1,0,0,0
9828,0,0,1,NA
9829,1,1,0,0
9830,1,0,0,0
9831,1,0,0,0
9832,1,1,0,0
9833,1,1,0,0
9834,0,0,0,0
9835,1,1,0,0
9836,1,1,1,NA
9837,0,0,0,0
9838,0,1,0,0
9839,0,0,0,0
9840,1,2,0,0
9841,0,0,0,0
9842,1,2,0,0
9843,0,0,1,NA
9844,0,1,0,0
9845,0,1,0,0
9846,0,0,0,0
9847,1,1,0,0
9848,0,0,0,0
9849,1,1,0,0
9850,1,1,0,0
9851,0,0,0,0
9852,0,0,0,0
9853,1,1,0,0
9854,1,0,0,0
9855,1,1,0,0
9856,1,1,0,0
9857,1,1,0,0
9858,0,0,0,0
9859,0,0,0,1
9860,0,1,1,NA
9861,1,1,0,0
9862,0,1,0,1
9863,0,1,1,NA
9864,1,1,0,0
9865,1,0,0,0
9866,1,1,1,NA
9867,0,2,1,NA
9868,1,1,0,0
9869,1,0,0,0
9870,0,1,1,NA
9871,0,1,0,0
9872,1,2,0,0
9873,1,0,0,0
9874,1,0,0,0
9875,1,1,1,NA
9876,1,1,1,NA
9877,1,1,1,NA
9878,1,1,0,0
9879,1,0,0,1
9880,1,0,0,0
9881,1,1,1,NA
9882,1,0,0,0
9883,0,2,1,NA
9884,0,0,0,0
9885,1,1,0,0
9886,0,0,0,0
9887,1,1,0,0
9888,1,1,0,0
9889,1,2,0,0
9890,1,1,0,1
9891,0,1,1,NA
9892,1,0,0,0
9893,1,2,1,NA
9894,0,1,0,0
9895,1,0,0,0
9896,1,2,0,0
9897,1,0,0,0
9898,1,2,0,0
9899,0,1,1,NA
9900,1,0,0,0
9901,0,1,0,1
9902,0,1,0,0
9903,1,0,0,0
9904,0,0,1,NA
9905,0,0,0,0
9906,0,0,0,0
9907,1,1,0,0
9908,0,0,0,0
9909,0,2,1,NA
9910,0,2,1,NA
9911,0,1,1,NA
9912,1,1,0,0
9913,1,0,0,0
9914,1,1,0,0
9915,0,2,1,NA
9916,0,2,1,NA
9917,1,0,0,0
9918,0,1,0,0
9919,0,0,0,1
9920,1,0,0,0
9921,0,0,0,0
9922,1,2,0,0
9923,0,0,0,0
9924,1,1,1,NA
9925,0,0,0,0
9926,1,1,0,0
9927,0,1,0,0
9928,0,1,1,NA
9929,0,1,1,NA
9930,1,1,0,0
9931,1,2,0,0
9932,1,0,0,1
9933,0,2,1,NA
9934,1,1,0,0
9935,1,1,0,0
9936,0,2,1,NA
9937,0,1,1,NA
9938,0,0,0,1
9939,0,0,1,NA
9940,1,1,0,0
9941,1,1,0,0
9942,1,2,0,0
9943,0,0,0,0
9944,1,1,1,NA
9945,1,1,0,0
9946,0,2,1,NA
9947,1,1,0,0
9948,1,1,0,0
9949,0,1,0,0
9950,1,0,0,0
9951,0,0,0,0
9952,0,0,1,NA
9953,1,0,0,0
9954,1,1,1,NA
9955,1,1,0,0
9956,1,1,1,NA
9957,0,0,0,1
9958,0,1,0,0
9959,0,2,1,NA
9960,0,1,0,0
9961,0,0,0,0
9962,1,1,0,0
9963,0,0,0,0
9964,1,1,0,0
9965,0,0,0,0
9966,1,1,0,0
9967,1,2,0,0
9968,1,0,0,0
9969,0,1,0,0
9970,1,0,0,0
9971,0,0,0,0
9972,1,1,1,NA
9973,0,0,0,0
9974,0,1,1,NA
9975,0,0,0,1
9976,1,2,1,NA
9977,1,1,0,0
9978,1,1,0,0
9979,1,1,0,0
9980,0,1,1,NA
9981,1,0,0,0
9982,0,1,0,0
9983,0,1,0,0
9984,1,1,0,0
9985,1,1,0,0
9986,1,0,0,0
9987,0,1,0,0
9988,1,1,0,0
9989,0,1,0,0
9990,0,1,0,0
9991,1,2,0,0
9992,1,0,0,0
9993,1,2,1,NA
9994,0,0,0,1
9995,0,1,0,0
9996,1,1,1,NA
9997,1,0,0,0
9998,0,1,1,NA
9999,0,0,0,1
10000,0,0,0,0
